Date,aapl,aapl_sma20,aapl_sma50,aapl_sma100,aapl_sma150,upperband_5day,middleband_5day,lowerband_5day,macd,macdsignal,macdhist
2021-01-04,126.83007049560547,,,,,,,,,,
2021-01-05,128.39817810058594,,,,,,,,,,
2021-01-06,124.07609558105469,,,,,,,,,,
2021-01-07,128.30996704101562,,,,,,,,,,
2021-01-08,129.4174346923828,,,,,131.1230575042812,127.4063491821289,123.6896408599766,,,
2021-01-11,126.40865325927734,,,,,131.10573405779618,127.32206573486329,123.53839741193039,,,
2021-01-12,126.23223114013672,,,,,130.5752446201505,126.88887634277344,123.20250806539639,,,
2021-01-13,128.28054809570312,,,,,130.17536195698278,127.72976684570312,125.28417173442347,,,
2021-01-14,126.34004211425781,,,,,129.91178667859774,127.33578186035156,124.75977704210538,,,
2021-01-15,124.60533142089844,,,,,128.7032649877005,126.37336120605468,124.04345742440886,,,
2021-01-19,125.2815933227539,,,,,128.6334629767541,126.14794921875,123.66243546074591,,,
2021-01-20,129.3978271484375,,,,,130.38912904069716,126.78106842041015,123.17300780012316,,,
2021-01-21,134.141357421875,,,,,134.95769883059452,127.95323028564454,120.94876174069455,,,
2021-01-22,136.29747009277344,,,,,139.26231694555318,129.94471588134766,120.62711481714213,,,
2021-01-25,140.0707244873047,,,,,143.4190645256545,133.0377944946289,122.65652446360332,,,
2021-01-26,140.30596923828125,,,,,144.15363965557515,136.04266967773438,127.93169969989361,,,
2021-01-27,139.22789001464844,,,,,142.81704676641056,138.00868225097656,133.20031773554257,,,
2021-01-28,134.35696411132812,,,,,142.72256442028217,138.0518035888672,133.3810427574522,,,
2021-01-29,129.32923889160156,,,,,145.1699941937901,136.6581573486328,128.14632050347552,,,
2021-02-01,131.4657745361328,130.43866806030275,,,,143.4727587338759,134.93716735839843,126.40157598292096,,,
2021-02-02,132.29884338378906,130.7121067047119,,,,140.05194986987811,133.3357421875,126.61953450512185,,,
2021-02-03,131.26976013183594,130.8556858062744,,,,135.00219130301576,131.7441162109375,128.48604111885925,,,
2021-02-04,134.65097045898438,131.3844295501709,,,,135.25248048518222,131.80291748046875,128.35335447575528,,,
2021-02-05,134.2338409423828,131.68062324523925,,,,135.59148958066544,132.783837890625,129.97618620058455,,,
2021-02-08,134.38104248046875,131.92880363464354,,,,136.04534611956183,133.36689147949218,130.68843683942254,,,
2021-02-09,133.4977264404297,132.28325729370118,,,,136.06537929943516,133.6066680908203,131.14795688220545,,,
2021-02-10,132.88914489746094,132.6161029815674,,,,135.22230208909636,133.9305450439453,132.63878799879424,,,
2021-02-11,132.63394165039062,132.83377265930176,,,,134.92264116132495,133.52713928222656,132.13163740312817,,,
2021-02-12,132.86949157714844,133.16024513244628,,,,134.51761901958312,133.2542694091797,131.99091979877628,,,
2021-02-16,130.7297821044922,133.466467666626,,,,134.40702416952513,132.52401733398438,130.64101049844362,,,
2021-02-17,128.42315673828125,133.62354583740233,,,,134.99057895399102,131.50910339355468,128.02762783311834,,,
2021-02-18,127.3140640258789,133.5193576812744,,,,134.8328596167648,130.3940872192383,125.95531482171177,,,
2021-02-19,127.47108459472656,133.185844039917,,,,133.63462740234021,129.36151580810548,125.08840421387073,,,
2021-02-22,123.6725845336914,132.5545997619629,,,,132.0798336950345,127.52213439941406,122.96443510379362,-0.13489117417117313,1.8211296292129948,-1.956020803384168
2021-02-23,123.53516387939453,131.7278217315674,,,,130.20342457731692,126.08321075439453,121.96299693147213,-0.6403480949857112,1.3288340843732536,-1.9691821793589648
