,date,futures_id,contract_date,open,high,low,close,spread,spread_per,volume,settlement_price,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,rsi,bbands_upperband,bbands_middleband,bbands_lowerband,macd_macd,macd_macdsignal,macd_macdhist,atr
47476,2021-09-09,TX,202109,17142.0,17291.0,17084.0,17235.0,-25.0,-0.14,125037,17238.0,17384.8,17368.6,17031.1,17334.04,17136.97,16279.32,50.77655722593616,17810.880969247217,17031.1,16251.319030752778,55.06973426149125,10.105133132649334,44.96460112884191,240.62789437637772
47503,2021-09-10,TX,202109,17300.0,17479.0,17284.0,17473.0,235.0,1.36,111079,17473.0,17377.6,17398.9,17058.05,17330.44,17140.32,16298.56,56.87572721372247,17859.50030413629,17058.05,16256.599695863708,67.64289958646623,21.61268642341271,46.03021316305352,240.86875906377932
47535,2021-09-13,TX,202109,17434.0,17492.0,17356.0,17442.0,-31.0,-0.18,120401,17441.0,17366.8,17409.2,17091.55,17321.32,17143.65,16317.185,55.90407325507457,17898.36608189231,17091.55,16284.73391810769,74.24987641273765,32.1401244212777,42.10975199145995,233.37813341636652
47565,2021-09-14,TX,202109,17541.0,17569.0,17426.0,17461.0,20.0,0.11,108843,17462.0,17374.6,17409.6,17135.6,17312.98,17145.69,16335.79,56.39576164913338,17921.82678662087,17135.6,16349.373213379127,80.09579983602453,41.73125950422706,38.364540331797464,226.92255245805464
47596,2021-09-15,TX,202110,17382.0,17382.0,17228.0,17323.0,-81.0,-0.47,59596,17328.0,17386.8,17394.3,17166.65,17302.84,17143.62,16353.725,51.8716653282014,17930.664469758194,17166.65,16402.63553024181,72.75461961397377,47.935931526176404,24.81868808779737,227.35665585390788
47627,2021-09-16,TX,202110,17337.0,17362.0,17191.0,17248.0,-80.0,-0.46,93340,17247.0,17389.4,17387.1,17212.6,17291.3,17140.39,16370.59,49.54541878686475,17873.103262671866,17212.6,16552.09673732813,60.19096423072551,50.38693806708623,9.804026163639286,223.33118043577159
47655,2021-09-17,TX,202110,17256.0,17395.0,17165.0,17298.0,51.0,0.3,117752,17294.0,17354.4,17366.0,17267.85,17284.1,17138.04,16388.06,51.119245366499854,17734.32198200978,17267.85,16801.378017990217,53.65031156030818,51.03961276573062,2.6106987945775657,223.80752469035932
47680,2021-09-22,TX,202110,16835.0,16940.0,16751.0,16900.0,-394.0,-2.28,134553,16900.0,17246.0,17306.4,17278.65,17265.62,17131.33,16404.015,40.334092385380885,17698.192739181475,17278.65,16859.107260818528,16.16518127368181,44.06472646732085,-27.899545193639042,246.89270149819077
47709,2021-09-23,TX,202110,17020.0,17130.0,16985.0,17080.0,180.0,1.07,99807,17080.0,17169.8,17272.2,17293.45,17249.84,17129.6,16420.21,45.89392854553802,17659.642012474214,17293.45,16927.257987525787,0.9712452226376627,35.446030218384216,-34.47478499574655,245.6860799626057
47734,2021-09-24,TX,202110,17191.0,17275.0,17170.0,17250.0,170.0,1.0,94226,17248.0,17155.2,17271.0,17307.8,17237.36,17132.77,16437.07,50.57793741166803,17642.18157844026,17307.8,16973.418421559738,2.6173495105940674,28.880294076826186,-26.262944566232118,242.06564567956244
47764,2021-09-27,TX,202110,17247.0,17344.0,17222.0,17292.0,44.0,0.26,94562,17292.0,17164.0,17276.7,17322.65,17222.76,17138.0,16454.92,51.69066240175738,17624.99104914797,17322.65,17020.30895085203,7.227632362861186,24.549761734033186,-17.322129371172,233.48952813102227
47787,2021-09-28,TX,202110,17182.0,17183.0,17042.0,17170.0,-122.0,-0.71,103595,17170.0,17138.4,17246.4,17322.65,17207.66,17140.26,16471.385,48.28959117174935,17624.99104914797,17322.65,17020.30895085203,1.0251174196164357,19.844832871149837,-18.8197154515334,234.66884755023494
47811,2021-09-29,TX,202110,16926.0,16937.0,16760.0,16823.0,-347.0,-2.02,148685,16818.0,17123.0,17184.5,17296.85,17188.24,17135.62,16485.72,40.18980030332804,17669.172588624613,17296.85,16924.527411375384,-31.52699676576958,9.570466943765954,-41.09746370953553,247.19250129664672
47840,2021-09-30,TX,202110,16803.0,16966.0,16704.0,16917.0,99.0,0.59,129398,16919.0,17090.4,17130.1,17269.85,17175.42,17132.51,16500.375,42.979970999675515,17669.144014480604,17269.85,16870.555985519393,-49.17293241795778,-2.178212928578793,-46.99471948937899,248.25017977545767
47866,2021-10-01,TX,202110,16800.0,16805.0,16415.0,16517.0,-402.0,-2.38,162836,16518.0,16943.8,17049.5,17221.9,17160.18,17132.12,16512.27,35.40994179796332,17726.97025253899,17221.9,16716.82974746101,-94.34655228884003,-20.61188080063104,-73.73467148820899,266.37516693435356
47891,2021-10-04,TX,202110,16588.0,16629.0,16313.0,16358.0,-160.0,-0.97,140802,16361.0,16757.0,16960.5,17173.8,17139.2,17138.78,16522.935,32.92732492703469,17800.84181678741,17173.8,16546.758183212587,-141.34757580831865,-44.75901980216857,-96.58855600615009,269.919797867614
47915,2021-10-05,TX,202110,16240.0,16424.0,16107.0,16398.0,37.0,0.23,151416,16395.0,16602.6,16870.5,17118.25,17119.02,17147.1,16533.215,34.1776005101571,17810.160073636707,17118.25,16426.339926363293,-173.37005775881335,-70.48122739349753,-102.88883036531581,273.2826694484987
47938,2021-10-06,TX,202110,16470.0,16493.0,16265.0,16359.0,-36.0,-0.22,136018,16362.0,16509.8,16816.4,17061.4,17102.16,17152.97,16543.025,33.52149631099024,17804.747132906155,17061.4,16318.052867093847,-199.5942808509826,-96.30383808499455,-103.29044276598806,270.0481930593202
47961,2021-10-07,TX,202110,16521.0,16760.0,16519.0,16706.0,344.0,2.1,123808,16699.0,16467.6,16779.0,17025.6,17092.82,17167.4,16555.35,43.84986242133088,17764.987422127415,17025.6,16286.21257787258,-190.18483420409393,-115.08003730881443,-75.1047968952795,279.40189355508306
47988,2021-10-08,TX,202110,16740.0,16759.0,16591.0,16627.0,-72.0,-0.43,101077,16625.0,16489.6,16716.7,16993.85,17086.06,17172.2,16567.305,42.24082879977672,17744.35710189866,16993.85,16243.342898101339,-186.94740638440635,-129.4535111239328,-57.49389526047355,271.4446154440057
48014,2021-10-12,TX,202110,16485.0,16489.0,16285.0,16418.0,-207.0,-1.25,138434,16419.0,16501.6,16629.3,16953.0,17067.8,17176.15,16578.395,38.24276227720311,17734.841416145242,16953.0,16171.158583854756,-198.95286998568554,-143.35338289628334,-55.5994870894022,276.4842857694339
48038,2021-10-13,TX,202110,16520.0,16585.0,16318.0,16318.0,-101.0,-0.62,114897,16321.0,16485.6,16544.1,16895.25,17050.7,17179.52,16589.56,36.46438119321651,17685.503598536572,16895.25,16104.99640146343,-214.06879879026746,-157.49646607508015,-56.572332715187315,275.8068367859029
48067,2021-10-14,TX,202110,16496.0,16546.0,16354.0,16405.0,84.0,0.51,104604,16402.0,16494.8,16502.3,16843.4,17029.4,17181.0,16600.625,39.11700416778239,17619.305251947557,16843.4,16067.494748052446,-216.53206154268628,-169.3035851686014,-47.22847637408489,272.39206272976696
48090,2021-10-15,TX,202110,16654.0,16790.0,16570.0,16782.0,380.0,2.32,109050,16780.0,16510.0,16488.8,16809.45,17015.36,17185.88,16613.605,49.04481371695464,17531.86718556518,16809.45,16087.032814434822,-185.92029234252914,-172.62692660338695,-13.293365739142189,280.4354868204979
48117,2021-10-18,TX,202110,16800.0,16870.0,16705.0,16725.0,-55.0,-0.33,109628,16721.0,16529.6,16509.6,16779.55,16998.44,17187.28,16626.545,47.77632003923392,17462.916804871333,16779.55,16096.183195128664,-164.364971261577,-170.97453553502496,6.609564273447944,272.19009490474804
48143,2021-10-19,TX,202110,16810.0,16954.0,16787.0,16902.0,181.0,1.08,97333,16903.0,16626.4,16564.0,16762.25,16985.64,17190.14,16639.495,51.93369371014654,17414.095648907776,16762.25,16110.404351092224,-131.4841359843449,-163.07645562488895,31.592319640544048,269.1050881258374
48173,2021-10-20,TX,202111,16921.0,16955.0,16855.0,16889.0,14.0,0.08,44313,16887.0,16740.6,16613.1,16741.8,16974.68,17193.69,16653.71,51.60873396558855,17349.284518321492,16741.8,16134.315481678506,-105.26144012914301,-151.51345252573975,46.25201239659674,257.0261532597062
48202,2021-10-21,TX,202111,16879.0,17047.0,16812.0,16813.0,-74.0,-0.44,117754,16815.0,16822.2,16658.5,16737.45,16962.86,17193.19,16667.21,49.65269240241243,17341.57762724449,16737.45,16133.32237275551,-89.57971044054648,-139.1267041087011,49.54699366815461,255.4528565982986
48227,2021-10-22,TX,202111,16877.0,16913.0,16770.0,16854.0,39.0,0.23,98819,16853.0,16836.6,16673.3,16726.15,16953.96,17191.6,16680.27,50.73743535910933,17312.416244977398,16726.15,16139.883755022607,-73.00194831483532,-125.90175294992794,52.89980463509262,247.42050969842015
48250,2021-10-25,TX,202111,16788.0,16930.0,16731.0,16888.0,35.0,0.21,97221,16891.0,16869.2,16699.4,16708.05,16948.3,17189.18,16693.185,51.667408516507344,17249.11653010535,16708.05,16166.983469894645,-56.46949139793651,-112.01530063952966,55.54580924159315,243.9619018628187
48275,2021-10-26,TX,202111,16975.0,17073.0,16948.0,17048.0,157.0,0.93,92092,17044.0,16898.4,16762.4,16695.85,16946.12,17188.68,16706.24,55.88766806635608,17192.91268216411,16695.85,16198.787317835886,-30.109652031162113,-95.63417091785615,65.52451888669404,239.75033744404595
